item_identifier,item_fat_content,item_mrp,item_outlet_sales,item_type,item_visibility,item_weight,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type
FDH19,Low Fat,172.0738067626953,3301.7021484375,Meat,0.03322326019406319,19.350000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDD38,Regular,101.96739959716797,1528.010986328125,Canned,0.008238064125180244,16.75,2007,OUT017,Tier 2,,Supermarket Type1
NCF30,Low Fat,124.63619995117188,3900.922119140625,Household,0.12624405324459076,17.0,1997,OUT046,Tier 1,Small,Supermarket Type1
FDG53,Low Fat,141.6179962158203,139.8179931640625,Frozen Foods,0.0767551064491272,10.0,1998,OUT010,Tier 3,,Grocery Store
FDT20,Low Fat,36.81639862060547,772.3280029296875,Fruits and Vegetables,0.04147939756512642,10.5,2002,OUT045,Tier 2,,Supermarket Type1
FDT12,Regular,226.106201171875,4739.830078125,Baking Goods,0.04962170124053955,6.215000152587891,1997,OUT046,Tier 1,Small,Supermarket Type1
DRI03,Low Fat,175.10279846191406,1593.9251708984375,Dairy,0.0,6.03000020980835,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDC34,Regular,154.59719848632812,1869.56640625,Snack Foods,0.17261533439159393,16.0,1987,OUT013,Tier 3,High,Supermarket Type1
FDF21,Regular,189.05299377441406,5313.083984375,Fruits and Vegetables,0.0,10.300000190734863,2002,OUT045,Tier 2,,Supermarket Type1
FDO31,Regular,79.2959976196289,1118.5439453125,Fruits and Vegetables,0.029146619141101837,6.760000228881836,2007,OUT017,Tier 2,,Supermarket Type1
FDW55,Regular,248.6092071533203,3237.11962890625,Fruits and Vegetables,0.02196989580988884,12.600000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
NCT18,Low Fat,181.59759521484375,4165.24462890625,Household,0.059117481112480164,,1985,OUT027,Tier 3,Medium,Supermarket Type3
DRI25,Low Fat,55.661399841308594,165.78419494628906,Soft Drinks,0.05674406513571739,19.600000381469727,1998,OUT010,Tier 3,,Grocery Store
FDI09,Regular,239.98800659179688,2636.568115234375,Seafood,0.0,20.75,2002,OUT045,Tier 2,,Supermarket Type1
FDC53,Low Fat,97.7384033203125,98.53839874267578,Frozen Foods,0.014789139851927757,8.680000305175781,1998,OUT010,Tier 3,,Grocery Store
FDH38,Low Fat,115.28079986572266,117.18080139160156,Canned,0.018275994807481766,,1985,OUT019,Tier 1,Small,Grocery Store
NCZ53,Low Fat,189.22140502929688,3956.849365234375,Health and Hygiene,0.024515220895409584,9.600000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCK53,Low Fat,100.00420379638672,2976.1259765625,Health and Hygiene,0.03757413849234581,11.600000381469727,2004,OUT035,Tier 2,Small,Supermarket Type1
DRE60,Low Fat,227.8719940185547,1584.60400390625,Soft Drinks,0.1602357178926468,9.395000457763672,2007,OUT017,Tier 2,,Supermarket Type1
FDN38,Regular,251.6407928466797,6008.17919921875,Canned,0.09197185933589935,6.614999771118164,1997,OUT046,Tier 1,Small,Supermarket Type1
NCU29,Low Fat,145.9759979248047,585.9039916992188,Health and Hygiene,0.04460772126913071,,1985,OUT019,Tier 1,Small,Grocery Store
FDN31,Low Fat,191.35299682617188,2277.035888671875,Fruits and Vegetables,0.0728815346956253,11.5,1997,OUT046,Tier 1,Small,Supermarket Type1
FDS52,Low Fat,100.50160217285156,1315.620849609375,Frozen Foods,0.0054734800942242146,8.890000343322754,2004,OUT035,Tier 2,Small,Supermarket Type1
FDO13,Low Fat,162.85260009765625,493.3577880859375,Breakfast,0.10690760612487793,,1985,OUT019,Tier 1,Small,Grocery Store
NCW05,Low Fat,108.893798828125,3644.589111328125,Health and Hygiene,0.14837290346622467,20.25,2002,OUT045,Tier 2,,Supermarket Type1
FDQ49,Regular,155.56300354003906,469.3890075683594,Breakfast,0.06871771812438965,,1985,OUT019,Tier 1,Small,Grocery Store
FDP11,Low Fat,216.61659240722656,4136.615234375,Breads,0.06910055130720139,15.850000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDT02,LF,33.48740005493164,105.86219787597656,Dairy,0.024293290451169014,12.600000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDS50,Low Fat,220.0113983154297,2217.114013671875,Dairy,0.055746931582689285,17.0,2007,OUT017,Tier 2,,Supermarket Type1
FDD02,Low Fat,118.41239929199219,3199.834716796875,Canned,0.0503929927945137,16.600000381469727,2002,OUT045,Tier 2,,Supermarket Type1
FDL12,Regular,60.22200012207031,539.2979736328125,Baking Goods,0.12160972505807877,15.850000381469727,2004,OUT035,Tier 2,Small,Supermarket Type1
NCR05,Low Fat,200.20840454101562,3174.534423828125,Health and Hygiene,0.05474162846803665,10.100000381469727,2002,OUT045,Tier 2,,Supermarket Type1
FDP28,Regular,260.193603515625,3914.904052734375,Frozen Foods,0.08057337254285812,13.649999618530273,1987,OUT013,Tier 3,High,Supermarket Type1
FDE26,Low Fat,143.37860107421875,3034.050537109375,Canned,0.08893170207738876,9.300000190734863,1987,OUT013,Tier 3,High,Supermarket Type1
FDA27,Regular,256.8671875,3579.3408203125,Dairy,0.0309276320040226,20.350000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDJ02,Regular,147.0417938232422,2354.268798828125,Canned,0.025309134274721146,17.200000762939453,2007,OUT017,Tier 2,,Supermarket Type1
FDH16,Low Fat,88.28299713134766,2157.19189453125,Frozen Foods,0.052300844341516495,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDK22,Low Fat,217.18499755859375,432.7699890136719,Snack Foods,0.04366345331072807,9.800000190734863,1998,OUT010,Tier 3,,Grocery Store
FDT24,Regular,75.93280029296875,3012.0791015625,Baking Goods,0.0,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDE20,Regular,168.37899780273438,3225.801025390625,Fruits and Vegetables,0.005561797879636288,11.350000381469727,2007,OUT017,Tier 2,,Supermarket Type1
FDM12,Regular,188.62139892578125,565.2642211914062,Baking Goods,0.06990377604961395,16.700000762939453,2004,OUT035,Tier 2,Small,Supermarket Type1
FDE40,Regular,60.01940155029297,123.83879852294922,Dairy,0.17358793318271637,,1985,OUT019,Tier 1,Small,Grocery Store
DRB48,Regular,37.482200622558594,549.9508056640625,Soft Drinks,0.02499406971037388,16.75,2007,OUT017,Tier 2,,Supermarket Type1
FDR44,reg,129.5968017578125,2348.9423828125,Fruits and Vegetables,0.10312961041927338,6.110000133514404,2002,OUT045,Tier 2,,Supermarket Type1
FDI46,Low Fat,253.37240600585938,755.0172119140625,Snack Foods,0.07464811950922012,9.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
NCK05,Low Fat,63.0536003112793,980.0576171875,Health and Hygiene,0.07776977121829987,20.100000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
NCT29,Low Fat,122.34140014648438,243.68280029296875,Health and Hygiene,0.06411072611808777,12.600000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDS20,Low Fat,182.7292022705078,4925.58837890625,Fruits and Vegetables,0.053950659930706024,8.850000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDO08,Regular,164.05259704589844,164.45260620117188,Fruits and Vegetables,0.09000896662473679,11.100000381469727,1998,OUT010,Tier 3,,Grocery Store
NCR17,Low Fat,116.44920349121094,2780.380859375,Health and Hygiene,0.024432767182588577,9.800000190734863,2002,OUT045,Tier 2,,Supermarket Type1
FDQ03,Regular,238.82479858398438,3555.3720703125,Meat,0.078172467648983,15.0,2002,OUT045,Tier 2,,Supermarket Type1
FDT27,Regular,232.9615936279297,3515.424072265625,Meat,0.06925018876791,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDC41,Low Fat,75.56700134277344,1684.4739990234375,Frozen Foods,0.1168159544467926,15.600000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
FDK48,Low Fat,75.535400390625,1956.120361328125,Baking Goods,0.03784508630633354,7.445000171661377,2007,OUT017,Tier 2,,Supermarket Type1
NCD30,Low Fat,98.17259979248047,978.7260131835938,Household,0.0,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDZ12,Low Fat,141.94700622558594,4008.115966796875,Baking Goods,0.10289312154054642,9.170000076293945,1987,OUT013,Tier 3,High,Supermarket Type1
FDL03,Regular,194.81100463867188,2160.52099609375,Meat,0.0271909162402153,19.25,2009,OUT018,Tier 3,Medium,Supermarket Type2
NCO18,Low Fat,177.568603515625,3910.9091796875,Household,0.024790706112980843,13.149999618530273,2007,OUT017,Tier 2,,Supermarket Type1
FDR56,Regular,196.57679748535156,3350.3056640625,Fruits and Vegetables,0.101335808634758,15.5,2007,OUT017,Tier 2,,Supermarket Type1
FDB45,LF,104.63059997558594,1149.8365478515625,Fruits and Vegetables,0.0214166808873415,20.850000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
DRL37,Low Fat,42.37699890136719,1211.7559814453125,Soft Drinks,0.053480420261621475,15.5,2002,OUT045,Tier 2,,Supermarket Type1
FDQ25,Regular,174.14219665527344,517.3265991210938,Canned,0.047329384833574295,8.630000114440918,1998,OUT010,Tier 3,,Grocery Store
FDU26,Regular,120.7781982421875,1072.603759765625,Dairy,0.042685218155384064,16.700000762939453,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDY36,Low Fat,71.33799743652344,1098.5699462890625,Baking Goods,0.009429612196981907,12.300000190734863,2002,OUT045,Tier 2,,Supermarket Type1
FDT01,Regular,213.7902069091797,1274.3411865234375,Canned,0.18416771292686462,13.649999618530273,1997,OUT046,Tier 1,Small,Supermarket Type1
NCP43,Low Fat,181.76600646972656,179.76600646972656,Others,0.05341390520334244,,1985,OUT019,Tier 1,Small,Grocery Store
FDH33,Low Fat,45.142799377441406,527.3135986328125,Snack Foods,0.1217254102230072,12.850000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDN48,Low Fat,93.48040008544922,1102.5648193359375,Baking Goods,0.06521531194448471,13.350000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDB36,Regular,129.26260375976562,1311.6259765625,Baking Goods,0.04862559959292412,5.465000152587891,2002,OUT045,Tier 2,,Supermarket Type1
FDK04,Low Fat,55.2588005065918,229.0352020263672,Frozen Foods,0.08755961805582047,7.360000133514404,1998,OUT010,Tier 3,,Grocery Store
NCA17,Low Fat,150.93919372558594,4026.75830078125,Health and Hygiene,0.04567510262131691,20.600000381469727,2007,OUT017,Tier 2,,Supermarket Type1
NCP42,Low Fat,195.64779663085938,4262.45166015625,Household,0.016135763376951218,8.510000228881836,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDT31,Low Fat,188.0872039794922,2458.133544921875,Fruits and Vegetables,0.012499003671109676,19.75,2009,OUT018,Tier 3,Medium,Supermarket Type2
DRM35,Low Fat,179.4344024658203,5888.3349609375,Hard Drinks,0.07010342180728912,,1985,OUT027,Tier 3,Medium,Supermarket Type3
NCI31,Low Fat,36.41899871826172,109.85700225830078,Others,0.1423933506011963,,1985,OUT019,Tier 1,Small,Grocery Store
FDF09,Low Fat,36.484798431396484,447.4176025390625,Fruits and Vegetables,0.012173542752861977,6.215000152587891,2002,OUT045,Tier 2,,Supermarket Type1
FDL44,Low Fat,162.889404296875,3397.577392578125,Fruits and Vegetables,0.012264902703464031,18.25,1987,OUT013,Tier 3,High,Supermarket Type1
FDJ48,LF,247.81179809570312,2964.1416015625,Baking Goods,0.05643481761217117,11.300000190734863,1997,OUT046,Tier 1,Small,Supermarket Type1
NCV06,Low Fat,195.247802734375,193.747802734375,Household,0.11675040423870087,,1985,OUT019,Tier 1,Small,Grocery Store
FDW44,Regular,170.14480590820312,1874.892822265625,Fruits and Vegetables,0.035222504287958145,9.5,2002,OUT045,Tier 2,,Supermarket Type1
FDM51,Regular,101.96739959716797,1731.745849609375,Meat,0.025921320542693138,11.800000190734863,2004,OUT035,Tier 2,Small,Supermarket Type1
FDZ28,Regular,125.8677978515625,763.0067749023438,Frozen Foods,0.05170225724577904,20.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDL33,Low Fat,197.54519653320312,195.7451934814453,Snack Foods,0.1673167645931244,7.235000133514404,1998,OUT010,Tier 3,,Grocery Store
FDD09,Low Fat,182.09759521484375,6157.318359375,Fruits and Vegetables,0.021392306312918663,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDY10,Low Fat,113.11759948730469,2404.86962890625,Snack Foods,0.04883026331663132,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDY50,Low Fat,89.91719818115234,1516.6923828125,Dairy,0.1309310495853424,5.800000190734863,2004,OUT035,Tier 2,Small,Supermarket Type1
FDE51,Regular,43.70859909057617,1293.6494140625,Dairy,0.09600017964839935,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDA03,Regular,146.31019592285156,3645.2548828125,Dairy,0.04553445801138878,18.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCZ18,Low Fat,253.56979370117188,3805.047119140625,Household,0.18682582676410675,7.824999809265137,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDX26,Low Fat,182.52920532226562,2736.43798828125,Dairy,0.0,17.700000762939453,1987,OUT013,Tier 3,High,Supermarket Type1
FDZ35,Regular,105.1989974975586,3199.1689453125,Breads,0.022170592099428177,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDD17,Low Fat,238.7906036376953,4040.740234375,Frozen Foods,0.03269312158226967,7.5,2002,OUT045,Tier 2,,Supermarket Type1
FDT45,Low Fat,55.19559860229492,1255.6988525390625,Snack Foods,0.0,15.850000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
FDL24,Regular,172.04220581054688,3966.170654296875,Baking Goods,0.024935297667980194,10.300000190734863,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDB53,Low Fat,147.53919982910156,5219.8720703125,Frozen Foods,0.13877710700035095,,1985,OUT027,Tier 3,Medium,Supermarket Type3
NCY53,Low Fat,111.65440368652344,1565.9615478515625,Health and Hygiene,0.058812133967876434,20.0,2007,OUT017,Tier 2,,Supermarket Type1
FDM01,Regular,101.1332015991211,1332.931640625,Breakfast,0.09495240449905396,7.894999980926514,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDH40,Regular,82.22760009765625,243.68280029296875,Frozen Foods,0.13211192190647125,11.600000381469727,1998,OUT010,Tier 3,,Grocery Store
FDC11,Low Fat,90.71720123291016,1605.9095458984375,Starchy Foods,0.14167484641075134,20.5,1987,OUT013,Tier 3,High,Supermarket Type1
FDN34,Regular,168.71319580078125,338.2264099121094,Snack Foods,0.0801272839307785,,1985,OUT019,Tier 1,Small,Grocery Store
DRE15,Low Fat,74.20120239257812,1290.3204345703125,Dairy,0.017699269577860832,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDW19,Regular,109.95700073242188,4504.13720703125,Fruits and Vegetables,0.038313981145620346,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDU03,Regular,183.32919311523438,2006.72119140625,Meat,0.09209592640399933,18.700000762939453,2007,OUT017,Tier 2,,Supermarket Type1
DRE01,Low Fat,241.8511962890625,484.702392578125,Soft Drinks,0.2797835171222687,10.100000381469727,1998,OUT010,Tier 3,,Grocery Store
FDY34,Regular,164.3842010498047,1823.626220703125,Snack Foods,0.010998931713402271,10.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDW58,Low Fat,104.16220092773438,1693.795166015625,Snack Foods,0.0075468081049621105,20.75,1987,OUT013,Tier 3,High,Supermarket Type1
NCD43,Low Fat,106.79640197753906,1367.55322265625,Household,0.016052445396780968,8.850000381469727,2002,OUT045,Tier 2,,Supermarket Type1
FDF02,Low Fat,101.39900207519531,1031.989990234375,Canned,0.10363403707742691,16.200000762939453,1999,OUT049,Tier 1,Medium,Supermarket Type1
DRE03,Low Fat,45.37179946899414,614.5333862304688,Dairy,0.02427603490650654,19.600000381469727,2002,OUT045,Tier 2,,Supermarket Type1
FDB37,Regular,241.05380249023438,4566.72216796875,Baking Goods,0.022829733788967133,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDW49,Low Fat,180.2001953125,5193.90576171875,Canned,0.08301915973424911,19.5,2007,OUT017,Tier 2,,Supermarket Type1
FDG44,Low Fat,53.82979965209961,1024.666259765625,Fruits and Vegetables,0.1021716296672821,6.130000114440918,2004,OUT035,Tier 2,Small,Supermarket Type1
NCM26,Low Fat,153.4340057373047,3981.48388671875,Others,0.023190133273601532,20.5,2002,OUT045,Tier 2,,Supermarket Type1
FDA20,Low Fat,186.82400512695312,6338.416015625,Fruits and Vegetables,0.0662984699010849,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDV52,Regular,119.74659729003906,2003.3922119140625,Frozen Foods,0.12170965224504471,20.700000762939453,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDY26,Regular,210.52439880371094,6775.1806640625,Dairy,0.030362777411937714,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDR02,Low Fat,110.5886001586914,1556.640380859375,Dairy,0.022065676748752594,16.700000762939453,1997,OUT046,Tier 1,Small,Supermarket Type1
FDI15,Low Fat,263.78839111328125,5564.75634765625,Dairy,0.14123493432998657,13.800000190734863,1987,OUT013,Tier 3,High,Supermarket Type1
NCX30,Low Fat,245.87759399414062,4210.51904296875,Household,0.026598474010825157,16.700000762939453,1987,OUT013,Tier 3,High,Supermarket Type1
NCK06,Low Fat,119.37560272216797,605.8779907226562,Household,0.008664064109325409,5.03000020980835,2002,OUT045,Tier 2,,Supermarket Type1
FDH31,Regular,99.9041976928711,595.2252197265625,Meat,0.0204072967171669,12.0,2004,OUT035,Tier 2,Small,Supermarket Type1
DRG23,Low Fat,154.06820678710938,2896.895751953125,Hard Drinks,0.0,8.880000114440918,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDP09,low fat,212.19020080566406,424.7803955078125,Snack Foods,0.05933676287531853,,1985,OUT019,Tier 1,Small,Grocery Store
NCM54,Low Fat,128.96780395507812,254.33560180664062,Household,0.08918771892786026,,1985,OUT019,Tier 1,Small,Grocery Store
DRM37,Low Fat,197.37680053710938,3350.3056640625,Soft Drinks,0.0963175892829895,15.350000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
FDM57,Regular,83.49079895019531,503.34478759765625,Snack Foods,0.07600299268960953,11.649999618530273,2002,OUT045,Tier 2,,Supermarket Type1
FDB20,Low Fat,76.89859771728516,467.3916015625,Fruits and Vegetables,0.052086085081100464,7.71999979019165,2002,OUT045,Tier 2,,Supermarket Type1
DRG15,Low Fat,60.15359878540039,1102.5648193359375,Dairy,0.0,6.130000114440918,1987,OUT013,Tier 3,High,Supermarket Type1
FDS22,Regular,45.94279861450195,307.599609375,Snack Foods,0.023201357573270798,16.850000381469727,2002,OUT045,Tier 2,,Supermarket Type1
FDC02,Low Fat,258.3277893066406,7028.8505859375,Canned,0.0688224732875824,21.350000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDL14,Regular,154.9971923828125,3739.1328125,Canned,0.03220886364579201,8.114999771118164,1999,OUT049,Tier 1,Medium,Supermarket Type1
DRG39,Low Fat,52.098201751708984,578.5802001953125,Dairy,0.042180996388196945,14.149999618530273,1997,OUT046,Tier 1,Small,Supermarket Type1
DRG37,Low Fat,153.9971923828125,1246.3775634765625,Soft Drinks,0.019457371905446053,16.200000762939453,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDA39,Low Fat,38.58219909667969,353.539794921875,Meat,0.012737719342112541,6.320000171661377,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCC30,Low Fat,176.6343994140625,2676.51611328125,Household,0.027573982253670692,16.600000381469727,2004,OUT035,Tier 2,Small,Supermarket Type1
NCN06,Low Fat,165.58680725097656,1965.441650390625,Household,0.12047448009252548,8.390000343322754,2004,OUT035,Tier 2,Small,Supermarket Type1
FDA04,reg,259.1961975097656,5438.92041015625,Frozen Foods,0.0670018270611763,11.300000190734863,2009,OUT018,Tier 3,Medium,Supermarket Type2
NCJ42,Low Fat,104.23320007324219,2153.197265625,Household,0.014330330304801464,19.75,2002,OUT045,Tier 2,,Supermarket Type1
FDY07,Low Fat,46.8401985168457,413.4617919921875,Fruits and Vegetables,0.12150063365697861,11.800000190734863,1987,OUT013,Tier 3,High,Supermarket Type1
FDQ21,Low Fat,120.87560272216797,1454.107177734375,Snack Foods,0.01945343054831028,21.25,1999,OUT049,Tier 1,Medium,Supermarket Type1
DRL60,Low Fat,150.66819763183594,457.40460205078125,Soft Drinks,0.04737744852900505,,1985,OUT019,Tier 1,Small,Grocery Store
DRM59,LF,154.69979858398438,3229.7958984375,Hard Drinks,0.0035746979992836714,,1985,OUT027,Tier 3,Medium,Supermarket Type3
DRJ24,Low Fat,184.39239501953125,370.184814453125,Soft Drinks,0.18968988955020905,11.800000190734863,1998,OUT010,Tier 3,,Grocery Store
FDF56,Regular,179.19760131835938,543.2927856445312,Fruits and Vegetables,0.20916293561458588,,1985,OUT019,Tier 1,Small,Grocery Store
FDN20,Low Fat,169.24740600585938,3705.8427734375,Fruits and Vegetables,0.02632998861372471,19.350000381469727,2007,OUT017,Tier 2,,Supermarket Type1
FDM33,Low Fat,221.57980346679688,5509.4951171875,Snack Foods,0.08764669299125671,15.600000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
FDO19,Regular,48.30339813232422,777.6544189453125,Fruits and Vegetables,0.01659664511680603,17.700000762939453,1997,OUT046,Tier 1,Small,Supermarket Type1
FDW59,Low Fat,82.75659942626953,1691.1319580078125,Breads,0.020711995661258698,13.149999618530273,2004,OUT035,Tier 2,Small,Supermarket Type1
FDR13,Regular,115.34919738769531,1274.3411865234375,Canned,0.028765486553311348,9.895000457763672,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDG09,Regular,187.25559997558594,4506.13427734375,Fruits and Vegetables,0.04770415276288986,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDO01,Regular,128.7993927001953,1927.490966796875,Breakfast,0.020750867202878,21.100000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
DRG13,Low Fat,164.75259399414062,4111.31494140625,Soft Drinks,0.03700607642531395,,1985,OUT027,Tier 3,Medium,Supermarket Type3
DRF49,LF,114.45179748535156,1366.2215576171875,Soft Drinks,0.07106450200080872,7.269999980926514,2004,OUT035,Tier 2,Small,Supermarket Type1
NCI43,Low Fat,48.63759994506836,1677.8160400390625,Household,0.025842951610684395,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDL32,Regular,111.65440368652344,335.5632019042969,Fruits and Vegetables,0.2144237905740738,,1985,OUT019,Tier 1,Small,Grocery Store
NCR54,Low Fat,194.71099853515625,196.41099548339844,Household,0.15856270492076874,,1985,OUT019,Tier 1,Small,Grocery Store
NCY29,Low Fat,55.09299850463867,452.7439880371094,Health and Hygiene,0.07754873484373093,13.649999618530273,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDX25,Low Fat,180.82919311523438,3466.15478515625,Canned,0.1026330441236496,16.700000762939453,2007,OUT017,Tier 2,,Supermarket Type1
FDK32,Regular,154.26820373535156,3354.30029296875,Fruits and Vegetables,0.049074895679950714,16.25,2002,OUT045,Tier 2,,Supermarket Type1
FDZ50,Regular,181.76080322265625,4961.54150390625,Dairy,0.07952361553907394,12.800000190734863,2007,OUT017,Tier 2,,Supermarket Type1
FDP48,Regular,181.39500427246094,2563.330078125,Baking Goods,0.044272225350141525,7.519999980926514,2007,OUT017,Tier 2,,Supermarket Type1
FDQ55,Regular,115.9833984375,2994.768310546875,Fruits and Vegetables,0.012974937446415424,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDI21,Regular,62.91680145263672,1406.1695556640625,Snack Foods,0.056717611849308014,5.590000152587891,2002,OUT045,Tier 2,,Supermarket Type1
FDM03,Low Fat,107.7938003540039,2251.06982421875,Meat,0.12372671067714691,12.649999618530273,2007,OUT017,Tier 2,,Supermarket Type1
FDE59,Low Fat,37.95320129394531,1078.595947265625,Starchy Foods,0.06227603927254677,12.149999618530273,2004,OUT035,Tier 2,Small,Supermarket Type1
FDT40,Low Fat,125.56780242919922,2543.35595703125,Frozen Foods,0.09533143043518066,,1985,OUT027,Tier 3,Medium,Supermarket Type3
NCS30,Low Fat,129.36520385742188,4391.61669921875,Household,0.09340515732765198,5.945000171661377,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDL43,Low Fat,78.46700286865234,3292.381103515625,Meat,0.026933321729302406,,1985,OUT027,Tier 3,Medium,Supermarket Type3
NCP55,Low Fat,55.661399841308594,1049.966552734375,Others,0.011212718673050404,14.649999618530273,2002,OUT045,Tier 2,,Supermarket Type1
DRF60,Low Fat,238.15640258789062,5243.8408203125,Soft Drinks,0.0,10.800000190734863,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDL51,Regular,213.9875946044922,2143.8759765625,Dairy,0.047491371631622314,20.700000762939453,1997,OUT046,Tier 1,Small,Supermarket Type1
FDJ04,Low Fat,119.91239929199219,948.0991821289062,Frozen Foods,0.12442851811647415,18.0,2004,OUT035,Tier 2,Small,Supermarket Type1
NCP17,Low Fat,62.216800689697266,1661.8367919921875,Health and Hygiene,0.02758016251027584,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDM56,Low Fat,107.99120330810547,1419.485595703125,Fruits and Vegetables,0.070588618516922,16.700000762939453,2007,OUT017,Tier 2,,Supermarket Type1
FDT59,Low Fat,229.466796875,4837.70263671875,Breads,0.0,13.649999618530273,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDI14,Low Fat,142.74960327148438,3528.739990234375,Canned,0.08981719613075256,14.100000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCV17,Low Fat,129.76260375976562,3016.73974609375,Health and Hygiene,0.016107549890875816,18.850000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
NCL06,Low Fat,261.7593994140625,523.3187866210938,Household,0.12062477320432663,14.649999618530273,1998,OUT010,Tier 3,,Grocery Store
FDV01,Regular,153.53140258789062,2171.839599609375,Canned,0.08508265018463135,19.200000762939453,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDO25,Low Fat,207.927001953125,2097.27001953125,Canned,0.12764717638492584,6.300000190734863,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDG35,Regular,175.7738037109375,1911.5118408203125,Starchy Foods,0.0070696622133255005,21.200000762939453,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDV59,LF,217.61659240722656,3265.7490234375,Breads,0.0,13.350000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDT58,Low Fat,168.78160095214844,3355.632080078125,Snack Foods,0.08608835190534592,9.0,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCI17,Low Fat,95.14099884033203,2510.06591796875,Health and Hygiene,0.14272812008857727,,1985,OUT027,Tier 3,Medium,Supermarket Type3
DRH51,Low Fat,89.58560180664062,175.7711944580078,Dairy,0.17021366953849792,,1985,OUT019,Tier 1,Small,Grocery Store
FDN39,Regular,168.98159790039062,2852.287109375,Meat,0.06550800055265427,19.350000381469727,2004,OUT035,Tier 2,Small,Supermarket Type1
DRG48,Low Fat,147.210205078125,1895.5325927734375,Soft Drinks,0.014577695168554783,5.78000020980835,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDZ23,Regular,187.62399291992188,1491.3919677734375,Baking Goods,0.06763970106840134,17.75,2002,OUT045,Tier 2,,Supermarket Type1
FDC03,Regular,194.1793975830078,3316.349853515625,Dairy,0.07183291018009186,8.574999809265137,2004,OUT035,Tier 2,Small,Supermarket Type1
NCM31,Low Fat,140.31539916992188,1843.6002197265625,Others,0.08152738213539124,6.09499979019165,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDL08,Low Fat,245.41439819335938,3675.216064453125,Fruits and Vegetables,0.049478258937597275,,1985,OUT027,Tier 3,Medium,Supermarket Type3
